source_row_id,customer_id,first_name,last_name,document_number,segment,status,updated_at
SRC-C-0187,C0187,Carla,Cruz,10000187,consumer,active,2026-01-01T00:00:00Z
SRC-C-0188,C0188,Diego,Duarte,10000188,family,active,2026-01-01T00:00:00Z
SRC-C-0189,C0189,Elena,Estevez,10000189,business,active,2026-01-01T00:00:00Z
SRC-C-0190,C0190,Fabian,Flores,10000190,consumer,active,2026-01-01T00:00:00Z
SRC-C-0191,C0191,Gloria,Guerrero,10000191,family,active,2026-01-01T00:00:00Z
SRC-C-0192,C0192,Hugo,Herrera,10000192,business,active,2026-01-01T00:00:00Z
SRC-C-0193,C0193,Ana,Alba,10000193,consumer,active,2026-01-01T00:00:00Z
SRC-C-0194,C0194,Bruno,Bello,10000194,family,active,2026-01-01T00:00:00Z
SRC-C-0195,C0195,Carla,Cruz,10000195,business,active,2026-01-01T00:00:00Z
SRC-C-0196,C0196,Diego,Duarte,10000196,consumer,active,2026-01-01T00:00:00Z
SRC-C-0197,C0197,Elena,Estevez,10000197,family,active,2026-01-01T00:00:00Z
SRC-C-0198,C0198,Fabian,Flores,10000198,business,active,2026-01-01T00:00:00Z
SRC-C-0199,C0199,Gloria,Guerrero,10000199,consumer,active,2026-01-01T00:00:00Z
SRC-C-0200,C0200,Hugo,Herrera,10000200,family,active,2026-01-01T00:00:00Z
SRC-C-0201,C0201,Ana,Alba,10000201,business,active,2026-01-01T00:00:00Z
SRC-C-0202,C0202,Bruno,Bello,10000202,consumer,active,2026-01-01T00:00:00Z
SRC-C-0203,C0203,Carla,Cruz,10000203,family,active,2026-01-01T00:00:00Z
SRC-C-0204,C0204,Diego,Duarte,10000204,business,active,2026-01-01T00:00:00Z
SRC-C-0205,C0205,Elena,Estevez,10000205,consumer,active,2026-01-01T00:00:00Z
SRC-C-0206,C0206,Fabian,Flores,10000206,family,active,2026-01-01T00:00:00Z
SRC-C-0207,C0207,Gloria,Guerrero,10000207,business,active,2026-01-01T00:00:00Z
SRC-C-0208,C0208,Hugo,Herrera,10000208,consumer,active,2026-01-01T00:00:00Z
SRC-C-0209,C0209,Ana,Alba,10000209,family,active,2026-01-01T00:00:00Z
SRC-C-0210,C0210,Bruno,Bello,10000210,business,active,2026-01-01T00:00:00Z
SRC-C-0211,C0211,Carla,Cruz,10000211,consumer,active,2026-01-01T00:00:00Z
SRC-C-0212,C0212,Diego,Duarte,10000212,family,active,2026-01-01T00:00:00Z
SRC-C-0213,C0213,Elena,Estevez,10000213,business,active,2026-01-01T00:00:00Z
SRC-C-0214,C0214,Fabian,Flores,10000214,consumer,active,2026-01-01T00:00:00Z
SRC-C-0215,C0215,Gloria,Guerrero,10000215,family,active,2026-01-01T00:00:00Z
SRC-C-0216,C0216,Hugo,Herrera,10000216,business,active,2026-01-01T00:00:00Z
SRC-C-0217,C0217,Ana,Alba,10000217,consumer,active,2026-01-01T00:00:00Z
SRC-C-0218,C0218,Bruno,Bello,10000218,family,active,2026-01-01T00:00:00Z
SRC-C-0219,C0219,Carla,Cruz,10000219,business,active,2026-01-01T00:00:00Z
SRC-C-0220,C0220,Diego,Duarte,10000220,consumer,active,2026-01-01T00:00:00Z
SRC-C-0221,C0221,Elena,Estevez,10000221,family,active,2026-01-01T00:00:00Z
SRC-C-0222,C0222,Fabian,Flores,10000222,business,active,2026-01-01T00:00:00Z
SRC-C-0223,C0223,Gloria,Guerrero,10000223,consumer,active,2026-01-01T00:00:00Z
SRC-C-0224,C0224,Hugo,Herrera,10000224,family,active,2026-01-01T00:00:00Z
SRC-C-0225,C0225,Ana,Alba,10000225,business,active,2026-01-01T00:00:00Z
SRC-C-0226,C0226,Bruno,Bello,10000226,consumer,active,2026-01-01T00:00:00Z
SRC-C-0227,C0227,Carla,Cruz,10000227,family,active,2026-01-01T00:00:00Z
SRC-C-0228,C0228,Diego,Duarte,10000228,business,active,2026-01-01T00:00:00Z
SRC-C-0229,C0229,Elena,Estevez,10000229,consumer,active,2026-01-01T00:00:00Z
SRC-C-0230,C0230,Fabian,Flores,10000230,family,active,2026-01-01T00:00:00Z
SRC-C-0231,C0231,Gloria,Guerrero,10000231,business,active,2026-01-01T00:00:00Z
SRC-C-0232,C0232,Hugo,Herrera,10000232,consumer,active,2026-01-01T00:00:00Z
SRC-C-0233,C0233,Ana,Alba,10000233,family,active,2026-01-01T00:00:00Z
SRC-C-0234,C0234,Bruno,Bello,10000234,business,active,2026-01-01T00:00:00Z
SRC-C-0235,C0235,Carla,Cruz,10000235,consumer,active,2026-01-01T00:00:00Z
SRC-C-0236,C0236,Diego,Duarte,10000236,family,active,2026-01-01T00:00:00Z
SRC-C-0237,C0237,Elena,Estevez,10000237,business,active,2026-01-01T00:00:00Z
SRC-C-0238,C0238,Fabian,Flores,10000238,consumer,active,2026-01-01T00:00:00Z
SRC-C-0239,C0239,Gloria,Guerrero,10000239,family,active,2026-01-01T00:00:00Z
SRC-C-0240,C0240,Hugo,Herrera,10000240,business,active,2026-01-01T00:00:00Z
SRC-C-0241,C0241,Ana,Alba,10000241,consumer,active,2026-01-01T00:00:00Z
SRC-C-0242,C0242,Bruno,Bello,10000242,family,active,2026-01-01T00:00:00Z
SRC-C-0243,C0243,Carla,Cruz,10000243,business,active,2026-01-01T00:00:00Z
SRC-C-0244,C0244,Diego,Duarte,10000244,consumer,active,2026-01-01T00:00:00Z
SRC-C-0245,C0245,Elena,Estevez,10000245,family,active,2026-01-01T00:00:00Z
SRC-C-0246,C0246,Fabian,Flores,10000246,business,active,2026-01-01T00:00:00Z
SRC-C-0247,C0247,Gloria,Guerrero,10000247,consumer,active,2026-01-01T00:00:00Z
SRC-C-0248,C0248,Hugo,Herrera,10000248,family,active,2026-01-01T00:00:00Z
SRC-C-0249,C0249,Ana,Alba,10000249,business,active,2026-01-01T00:00:00Z
SRC-C-0250,C0250,Bruno,Bello,10000250,consumer,active,2026-01-01T00:00:00Z
SRC-C-0251,C0251,Carla,Cruz,10000251,family,active,2026-01-01T00:00:00Z
SRC-C-0252,C0252,Diego,Duarte,10000252,business,active,2026-01-01T00:00:00Z
SRC-C-0253,C0253,Elena,Estevez,10000253,consumer,active,2026-01-01T00:00:00Z
SRC-C-0254,C0254,Fabian,Flores,10000254,family,active,2026-01-01T00:00:00Z
SRC-C-0255,C0255,Gloria,Guerrero,10000255,business,active,2026-01-01T00:00:00Z
SRC-C-0256,C0256,Hugo,Herrera,10000256,consumer,active,2026-01-01T00:00:00Z
SRC-C-0257,C0257,Ana,Alba,10000257,family,active,2026-01-01T00:00:00Z
SRC-C-0258,C0258,Bruno,Bello,10000258,business,active,2026-01-01T00:00:00Z
SRC-C-0259,C0259,Carla,Cruz,10000259,consumer,active,2026-01-01T00:00:00Z
SRC-C-0260,C0260,Diego,Duarte,10000260,family,active,2026-01-01T00:00:00Z
SRC-C-0261,C0261,Elena,Estevez,10000261,business,active,2026-01-01T00:00:00Z
SRC-C-0262,C0262,Fabian,Flores,10000262,consumer,active,2026-01-01T00:00:00Z
SRC-C-0263,C0263,Gloria,Guerrero,10000263,family,active,2026-01-01T00:00:00Z
SRC-C-0264,C0264,Hugo,Herrera,10000264,business,active,2026-01-01T00:00:00Z
SRC-C-0265,C0265,Ana,Alba,10000265,consumer,active,2026-01-01T00:00:00Z
SRC-C-0266,C0266,Bruno,Bello,10000266,family,active,2026-01-01T00:00:00Z
SRC-C-0267,C0267,Carla,Cruz,10000267,business,active,2026-01-01T00:00:00Z
SRC-C-0268,C0268,Diego,Duarte,10000268,consumer,active,2026-01-01T00:00:00Z
SRC-C-0269,C0269,Elena,Estevez,10000269,family,active,2026-01-01T00:00:00Z
SRC-C-0270,C0270,Fabian,Flores,10000270,business,active,2026-01-01T00:00:00Z
SRC-C-0271,C0271,Gloria,Guerrero,10000271,consumer,active,2026-01-01T00:00:00Z
SRC-C-0272,C0272,Hugo,Herrera,10000272,family,active,2026-01-01T00:00:00Z
SRC-C-0273,C0273,Ana,Alba,10000273,business,active,2026-01-01T00:00:00Z
SRC-C-0274,C0274,Bruno,Bello,10000274,consumer,active,2026-01-01T00:00:00Z
SRC-C-0275,C0275,Carla,Cruz,10000275,family,active,2026-01-01T00:00:00Z
SRC-C-0276,C0276,Diego,Duarte,10000276,business,active,2026-01-01T00:00:00Z
SRC-C-0277,C0277,Elena,Estevez,10000277,consumer,active,2026-01-01T00:00:00Z
SRC-C-0278,C0278,Fabian,Flores,10000278,family,active,2026-01-01T00:00:00Z
SRC-C-0279,C0279,Gloria,Guerrero,10000279,business,active,2026-01-01T00:00:00Z
SRC-C-0280,C0280,Hugo,Herrera,10000280,consumer,active,2026-01-01T00:00:00Z
SRC-C-0281,C0281,Ana,Alba,10000281,family,active,2026-01-01T00:00:00Z
SRC-C-0282,C0282,Bruno,Bello,10000282,business,active,2026-01-01T00:00:00Z
SRC-C-0283,C0283,Carla,Cruz,10000283,consumer,active,2026-01-01T00:00:00Z
SRC-C-0284,C0284,Diego,Duarte,10000284,family,active,2026-01-01T00:00:00Z
SRC-C-0285,C0285,Elena,Estevez,10000285,business,active,2026-01-01T00:00:00Z
SRC-C-0286,C0286,Fabian,Flores,10000286,consumer,active,2026-01-01T00:00:00Z
SRC-C-0287,C0287,Gloria,Guerrero,10000287,family,active,2026-01-01T00:00:00Z
SRC-C-0288,C0288,Hugo,Herrera,10000288,business,active,2026-01-01T00:00:00Z
SRC-C-0289,C0289,Ana,Alba,10000289,consumer,active,2026-01-01T00:00:00Z
SRC-C-0290,C0290,Bruno,Bello,10000290,family,active,2026-01-01T00:00:00Z
SRC-C-0291,C0291,Carla,Cruz,10000291,business,active,2026-01-01T00:00:00Z
SRC-C-0292,C0292,Diego,Duarte,10000292,consumer,active,2026-01-01T00:00:00Z
SRC-C-0293,C0293,Elena,Estevez,10000293,family,active,2026-01-01T00:00:00Z
SRC-C-0294,C0294,Fabian,Flores,10000294,business,active,2026-01-01T00:00:00Z
SRC-C-0295,C0295,Gloria,Guerrero,10000295,consumer,active,2026-01-01T00:00:00Z
SRC-C-0296,C0296,Hugo,Herrera,10000296,family,active,2026-01-01T00:00:00Z
SRC-C-0297,C0297,Ana,Alba,10000297,business,active,2026-01-01T00:00:00Z
SRC-C-0298,C0298,Bruno,Bello,10000298,consumer,active,2026-01-01T00:00:00Z
SRC-C-0299,C0299,Carla,Cruz,10000299,family,active,2026-01-01T00:00:00Z
SRC-C-0300,C0300,Diego,Duarte,10000300,business,active,2026-01-01T00:00:00Z
SRC-C-0301,C0301,Elena,Estevez,10000301,consumer,active,2026-01-01T00:00:00Z
SRC-C-0302,C0302,Fabian,Flores,10000302,family,active,2026-01-01T00:00:00Z
SRC-C-0303,C0303,Gloria,Guerrero,10000303,business,active,2026-01-01T00:00:00Z
