source_row_id,line_id,account_id,product_id,msisdn,activation_date,status,updated_at
SRC-POL-0093,POL0093,PA0093,POST03,800000093,2024-09-15,active,2026-01-06T00:00:00Z
SRC-POL-0094,POL0094,PA0094,POST04,800000094,2024-10-15,active,2026-01-06T00:00:00Z
SRC-POL-0095,POL0095,PA0095,POST05,800000095,2024-11-15,active,2026-01-06T00:00:00Z
SRC-POL-0096,POL0096,PA0096,POST01,800000096,2024-12-15,active,2026-01-06T00:00:00Z
SRC-POL-0097,POL0097,PA0097,POST02,800000097,2024-01-15,active,2026-01-06T00:00:00Z
SRC-POL-0098,POL0098,PA0098,POST03,800000098,2024-02-15,active,2026-01-06T00:00:00Z
SRC-POL-0099,POL0099,PA0099,POST04,800000099,2024-03-15,active,2026-01-06T00:00:00Z
SRC-POL-0100,POL0100,PA0100,POST05,800000100,2024-04-15,active,2026-01-06T00:00:00Z
SRC-POL-0101,POL0101,PA0101,POST01,800000101,2024-05-15,active,2026-01-06T00:00:00Z
SRC-POL-0102,POL0102,PA0102,POST02,800000102,2024-06-15,suspended,2026-01-06T00:00:00Z
SRC-POL-0103,POL0103,PA0103,POST03,800000103,2024-07-15,active,2026-01-06T00:00:00Z
SRC-POL-0104,POL0104,PA0104,POST04,800000104,2024-08-15,active,2026-01-06T00:00:00Z
SRC-POL-0105,POL0105,PA0105,POST05,800000105,2024-09-15,active,2026-01-06T00:00:00Z
SRC-POL-0106,POL0106,PA0106,POST01,800000106,2024-10-15,active,2026-01-06T00:00:00Z
SRC-POL-0107,POL0107,PA0107,POST02,800000107,2024-11-15,active,2026-01-06T00:00:00Z
SRC-POL-0108,POL0108,PA0108,POST03,800000108,2024-12-15,active,2026-01-06T00:00:00Z
SRC-POL-0109,POL0109,PA0109,POST04,800000109,2024-01-15,active,2026-01-06T00:00:00Z
SRC-POL-0110,POL0110,PA0110,POST05,800000110,2024-02-15,active,2026-01-06T00:00:00Z
SRC-POL-0111,POL0111,PA0111,POST01,800000111,2024-03-15,active,2026-01-06T00:00:00Z
SRC-POL-0112,POL0112,PA0112,POST02,800000112,2024-04-15,active,2026-01-06T00:00:00Z
SRC-POL-0113,POL0113,PA0113,POST03,800000113,2024-05-15,active,2026-01-06T00:00:00Z
SRC-POL-0114,POL0114,PA0114,POST04,800000114,2024-06-15,active,2026-01-06T00:00:00Z
SRC-POL-0115,POL0115,PA0115,POST05,800000115,2024-07-15,active,2026-01-06T00:00:00Z
SRC-POL-0116,POL0116,PA0116,POST01,800000116,2024-08-15,active,2026-01-06T00:00:00Z
SRC-POL-0117,POL0117,PA0117,POST02,800000117,2024-09-15,active,2026-01-06T00:00:00Z
SRC-POL-0118,POL0118,PA0118,POST03,800000118,2024-10-15,active,2026-01-06T00:00:00Z
SRC-POL-0119,POL0119,PA0119,POST04,800000119,2024-11-15,suspended,2026-01-06T00:00:00Z
SRC-POL-0120,POL0120,PA0120,POST05,800000120,2024-12-15,active,2026-01-06T00:00:00Z
SRC-POL-0121,POL0121,PA0121,POST01,800000121,2024-01-15,active,2026-01-06T00:00:00Z
SRC-POL-0122,POL0122,PA0122,POST02,800000122,2024-02-15,active,2026-01-06T00:00:00Z
SRC-POL-0123,POL0123,PA0123,POST03,800000123,2024-03-15,active,2026-01-06T00:00:00Z
SRC-POL-0124,POL0124,PA0124,POST04,800000124,2024-04-15,active,2026-01-06T00:00:00Z
SRC-POL-0125,POL0125,PA0125,POST05,800000125,2024-05-15,active,2026-01-06T00:00:00Z
SRC-POL-0126,POL0126,PA0126,POST01,800000126,2024-06-15,active,2026-01-06T00:00:00Z
SRC-POL-0127,POL0127,PA0127,POST02,800000127,2024-07-15,active,2026-01-06T00:00:00Z
SRC-POL-0128,POL0128,PA0128,POST03,800000128,2024-08-15,active,2026-01-06T00:00:00Z
SRC-POL-0129,POL0129,PA0129,POST04,800000129,2024-09-15,active,2026-01-06T00:00:00Z
SRC-POL-0130,POL0130,PA0130,POST05,800000130,2024-10-15,active,2026-01-06T00:00:00Z
SRC-POL-0131,POL0131,PA0131,POST01,800000131,2024-11-15,active,2026-01-06T00:00:00Z
SRC-POL-0132,POL0132,PA0132,POST02,800000132,2024-12-15,active,2026-01-06T00:00:00Z
SRC-POL-0133,POL0133,PA0133,POST03,800000133,2024-01-15,active,2026-01-06T00:00:00Z
SRC-POL-0134,POL0134,PA0134,POST04,800000134,2024-02-15,active,2026-01-06T00:00:00Z
SRC-POL-0135,POL0135,PA0135,POST05,800000135,2024-03-15,active,2026-01-06T00:00:00Z
SRC-POL-0136,POL0136,PA0136,POST01,800000136,2024-04-15,suspended,2026-01-06T00:00:00Z
SRC-POL-0137,POL0137,PA0137,POST02,800000137,2024-05-15,active,2026-01-06T00:00:00Z
SRC-POL-0138,POL0138,PA0138,POST03,800000138,2024-06-15,active,2026-01-06T00:00:00Z
SRC-POL-0139,POL0139,PA0139,POST04,800000139,2024-07-15,active,2026-01-06T00:00:00Z
SRC-POL-0140,POL0140,PA0140,POST05,800000140,2024-08-15,active,2026-01-06T00:00:00Z
SRC-POL-0141,POL0141,PA0141,POST01,800000141,2024-09-15,active,2026-01-06T00:00:00Z
SRC-POL-0142,POL0142,PA0142,POST02,800000142,2024-10-15,active,2026-01-06T00:00:00Z
SRC-POL-0143,POL0143,PA0143,POST03,800000143,2024-11-15,active,2026-01-06T00:00:00Z
SRC-POL-0144,POL0144,PA0144,POST04,800000144,2024-12-15,active,2026-01-06T00:00:00Z
SRC-POL-0145,POL0145,PA0145,POST05,800000145,2024-01-15,active,2026-01-06T00:00:00Z
SRC-POL-0146,POL0146,PA0146,POST01,800000146,2024-02-15,active,2026-01-06T00:00:00Z
SRC-POL-0147,POL0147,PA0147,POST02,800000147,2024-03-15,active,2026-01-06T00:00:00Z
SRC-POL-0148,POL0148,PA0148,POST03,800000148,2024-04-15,active,2026-01-06T00:00:00Z
SRC-POL-0149,POL0149,PA0149,POST04,800000149,2024-05-15,active,2026-01-06T00:00:00Z
SRC-POL-0150,POL0150,PA0150,POST05,800000150,2024-06-15,active,2026-01-06T00:00:00Z
SRC-POL-0151,POL0151,PA0151,POST01,800000151,2024-07-15,active,2026-01-06T00:00:00Z
SRC-POL-0152,POL0152,PA0152,POST02,800000152,2024-08-15,active,2026-01-06T00:00:00Z
SRC-POL-0153,POL0153,PA0153,POST03,800000153,2024-09-15,suspended,2026-01-06T00:00:00Z
SRC-POL-0154,POL0154,PA0154,POST04,800000154,2024-10-15,active,2026-01-06T00:00:00Z
SRC-POL-0155,POL0155,PA0155,POST05,800000155,2024-11-15,active,2026-01-06T00:00:00Z
SRC-POL-0156,POL0156,PA0156,POST01,800000156,2024-12-15,active,2026-01-06T00:00:00Z
SRC-POL-0157,POL0157,PA0157,POST02,800000157,2024-01-15,active,2026-01-06T00:00:00Z
SRC-POL-0158,POL0158,PA0158,POST03,800000158,2024-02-15,active,2026-01-06T00:00:00Z
SRC-POL-0159,POL0159,PA0159,POST04,800000159,2024-03-15,active,2026-01-06T00:00:00Z
SRC-POL-0160,POL0160,PA0160,POST05,800000160,2024-04-15,active,2026-01-06T00:00:00Z
SRC-POL-0161,POL0161,PA0161,POST01,800000161,2024-05-15,active,2026-01-06T00:00:00Z
SRC-POL-0162,POL0162,PA0162,POST02,800000162,2024-06-15,active,2026-01-06T00:00:00Z
SRC-POL-0163,POL0163,PA0163,POST03,800000163,2024-07-15,active,2026-01-06T00:00:00Z
SRC-POL-0164,POL0164,PA0164,POST04,800000164,2024-08-15,active,2026-01-06T00:00:00Z
SRC-POL-0165,POL0165,PA0165,POST05,800000165,2024-09-15,active,2026-01-06T00:00:00Z
SRC-POL-0166,POL0166,PA0166,POST01,800000166,2024-10-15,active,2026-01-06T00:00:00Z
SRC-POL-0167,POL0167,PA0167,POST02,800000167,2024-11-15,active,2026-01-06T00:00:00Z
SRC-POL-0168,POL0168,PA0168,POST03,800000168,2024-12-15,active,2026-01-06T00:00:00Z
SRC-POL-0169,POL0169,PA0169,POST04,800000169,2024-01-15,active,2026-01-06T00:00:00Z
SRC-POL-0170,POL0170,PA0170,POST05,800000170,2024-02-15,suspended,2026-01-06T00:00:00Z
SRC-POL-0171,POL0171,PA0171,POST01,800000171,2024-03-15,active,2026-01-06T00:00:00Z
SRC-POL-0172,POL0172,PA0172,POST02,800000172,2024-04-15,active,2026-01-06T00:00:00Z
SRC-POL-0173,POL0173,PA0173,POST03,800000173,2024-05-15,active,2026-01-06T00:00:00Z
SRC-POL-0174,POL0174,PA0174,POST04,800000174,2024-06-15,active,2026-01-06T00:00:00Z
SRC-POL-0175,POL0175,PA0175,POST05,800000175,2024-07-15,active,2026-01-06T00:00:00Z
SRC-POL-0176,POL0176,PA0176,POST01,800000176,2024-08-15,active,2026-01-06T00:00:00Z
SRC-POL-0177,POL0177,PA0177,POST02,800000177,2024-09-15,active,2026-01-06T00:00:00Z
SRC-POL-0178,POL0178,PA0178,POST03,800000178,2024-10-15,active,2026-01-06T00:00:00Z
SRC-POL-0179,POL0179,PA0179,POST04,800000179,2024-11-15,active,2026-01-06T00:00:00Z
SRC-POL-0180,POL0180,PA0180,POST05,800000180,2024-12-15,active,2026-01-06T00:00:00Z
SRC-POL-0181,POL0181,PA0181,POST01,800000181,2024-01-15,active,2026-01-06T00:00:00Z
SRC-POL-0182,POL0182,PA0182,POST02,800000182,2024-02-15,active,2026-01-06T00:00:00Z
SRC-POL-0183,POL0183,PA0183,POST03,800000183,2024-03-15,active,2026-01-06T00:00:00Z
SRC-POL-0184,POL0184,PA0184,POST04,800000184,2024-04-15,active,2026-01-06T00:00:00Z
SRC-POL-0185,POL0185,PA0185,POST05,800000185,2024-05-15,active,2026-01-06T00:00:00Z
SRC-POL-0186,POL0186,PA0186,POST01,800000186,2024-06-15,active,2026-01-06T00:00:00Z
SRC-POL-0187,POL0187,PA0187,POST02,800000187,2024-07-15,suspended,2026-01-06T00:00:00Z
SRC-POL-0188,POL0188,PA0188,POST03,800000188,2024-08-15,active,2026-01-06T00:00:00Z
SRC-POL-0189,POL0189,PA0189,POST04,800000189,2024-09-15,active,2026-01-06T00:00:00Z
SRC-POL-0190,POL0190,PA0190,POST05,800000190,2024-10-15,active,2026-01-06T00:00:00Z
SRC-POL-0191,POL0191,PA0191,POST01,800000191,2024-11-15,active,2026-01-06T00:00:00Z
SRC-POL-0192,POL0192,PA0192,POST02,800000192,2024-12-15,active,2026-01-06T00:00:00Z
SRC-POL-0193,POL0193,PA0193,POST03,800000193,2024-01-15,active,2026-01-06T00:00:00Z
SRC-POL-0194,POL0194,PA0194,POST04,800000194,2024-02-15,active,2026-01-06T00:00:00Z
SRC-POL-0195,POL0195,PA0195,POST05,800000195,2024-03-15,active,2026-01-06T00:00:00Z
SRC-POL-0196,POL0196,PA0196,POST01,800000196,2024-04-15,active,2026-01-06T00:00:00Z
SRC-POL-0197,POL0197,PA0197,POST02,800000197,2024-05-15,active,2026-01-06T00:00:00Z
SRC-POL-0198,POL0198,PA0198,POST03,800000198,2024-06-15,active,2026-01-06T00:00:00Z
SRC-POL-0199,POL0199,PA0199,POST04,800000199,2024-07-15,active,2026-01-06T00:00:00Z
SRC-POL-0200,POL0200,PA0200,POST05,800000200,2024-08-15,active,2026-01-06T00:00:00Z
SRC-POL-0201,POL0201,PA0201,POST01,800000201,2024-09-15,active,2026-01-06T00:00:00Z
SRC-POL-0202,POL0202,PA0202,POST02,800000202,2024-10-15,active,2026-01-06T00:00:00Z
SRC-POL-0203,POL0203,PA0203,POST03,800000203,2024-11-15,active,2026-01-06T00:00:00Z
SRC-POL-0204,POL0204,PA0204,POST04,800000204,2024-12-15,suspended,2026-01-06T00:00:00Z
SRC-POL-0205,POL0205,PA0205,POST05,800000205,2024-01-15,active,2026-01-06T00:00:00Z
SRC-POL-0206,POL0206,PA0206,POST01,800000206,2024-02-15,active,2026-01-06T00:00:00Z
SRC-POL-0207,POL0207,PA0207,POST02,800000207,2024-03-15,active,2026-01-06T00:00:00Z
SRC-POL-0208,POL0208,PA0208,POST03,800000208,2024-04-15,active,2026-01-06T00:00:00Z
SRC-POL-0209,POL0209,PA0209,POST04,800000209,2024-05-15,active,2026-01-06T00:00:00Z
SRC-POL-0210,POL0210,PA0210,POST05,800000210,2024-06-15,active,2026-01-06T00:00:00Z
SRC-POL-0211,POL0211,PA0211,POST01,800000211,2024-07-15,active,2026-01-06T00:00:00Z
SRC-POL-0212,POL0212,PA0212,POST02,800000212,2024-08-15,active,2026-01-06T00:00:00Z
SRC-POL-0213,POL0213,PA0213,POST03,800000213,2024-09-15,active,2026-01-06T00:00:00Z
SRC-POL-0214,POL0214,PA0214,POST04,800000214,2024-10-15,active,2026-01-06T00:00:00Z
SRC-POL-0215,POL0215,PA0215,POST05,800000215,2024-11-15,active,2026-01-06T00:00:00Z
SRC-POL-0216,POL0216,PA0216,POST01,800000216,2024-12-15,active,2026-01-06T00:00:00Z
SRC-POL-0217,POL0217,PA0217,POST02,800000217,2024-01-15,active,2026-01-06T00:00:00Z
SRC-POL-0218,POL0218,PA0218,POST03,800000218,2024-02-15,active,2026-01-06T00:00:00Z
SRC-POL-0219,POL0219,PA0219,POST04,800000219,2024-03-15,active,2026-01-06T00:00:00Z
SRC-POL-0220,POL0220,PA0220,POST05,800000220,2024-04-15,active,2026-01-06T00:00:00Z
SRC-POL-0221,POL0221,PA0221,POST01,800000221,2024-05-15,suspended,2026-01-06T00:00:00Z
SRC-POL-0222,POL0222,PA0222,POST02,800000222,2024-06-15,active,2026-01-06T00:00:00Z
SRC-POL-0223,POL0223,PA0223,POST03,800000223,2024-07-15,active,2026-01-06T00:00:00Z
SRC-POL-0224,POL0224,PA0224,POST04,800000224,2024-08-15,active,2026-01-06T00:00:00Z
SRC-POL-0225,POL0225,PA0225,POST05,800000225,2024-09-15,active,2026-01-06T00:00:00Z
SRC-POL-0226,POL0226,PA0226,POST01,800000226,2024-10-15,active,2026-01-06T00:00:00Z
SRC-POL-0227,POL0227,PA0227,POST02,800000227,2024-11-15,active,2026-01-06T00:00:00Z
SRC-POL-0228,POL0228,PA0228,POST03,800000228,2024-12-15,active,2026-01-06T00:00:00Z
SRC-POL-0229,POL0229,PA0229,POST04,800000229,2024-01-15,active,2026-01-06T00:00:00Z
SRC-POL-0230,POL0230,PA0230,POST05,800000230,2024-02-15,active,2026-01-06T00:00:00Z
SRC-POL-0231,POL0231,PA0231,POST01,800000231,2024-03-15,active,2026-01-06T00:00:00Z
SRC-POL-0232,POL0232,PA0232,POST02,800000232,2024-04-15,active,2026-01-06T00:00:00Z
SRC-POL-0233,POL0233,PA0233,POST03,800000233,2024-05-15,active,2026-01-06T00:00:00Z
SRC-POL-0234,POL0234,PA0234,POST04,800000234,2024-06-15,active,2026-01-06T00:00:00Z
SRC-POL-0235,POL0235,PA0235,POST05,800000235,2024-07-15,active,2026-01-06T00:00:00Z
SRC-POL-0236,POL0236,PA0236,POST01,800000236,2024-08-15,active,2026-01-06T00:00:00Z
SRC-POL-0237,POL0237,PA0237,POST02,800000237,2024-09-15,active,2026-01-06T00:00:00Z
SRC-POL-0238,POL0238,PA0238,POST03,800000238,2024-10-15,suspended,2026-01-06T00:00:00Z
SRC-POL-0239,POL0239,PA0239,POST04,800000239,2024-11-15,active,2026-01-06T00:00:00Z
SRC-POL-0240,POL0240,PA0240,POST05,800000240,2024-12-15,active,2026-01-06T00:00:00Z
SRC-POL-0241,POL0241,PA0241,POST01,800000241,2024-01-15,active,2026-01-06T00:00:00Z
SRC-POL-0242,POL0242,PA0242,POST02,800000242,2024-02-15,active,2026-01-06T00:00:00Z
SRC-POL-0243,POL0243,PA0243,POST03,800000243,2024-03-15,active,2026-01-06T00:00:00Z
SRC-POL-0244,POL0244,PA0244,POST04,800000244,2024-04-15,active,2026-01-06T00:00:00Z
SRC-POL-0245,POL0245,PA0245,POST05,800000245,2024-05-15,active,2026-01-06T00:00:00Z
SRC-POL-0246,POL0246,PA0246,POST01,800000246,2024-06-15,active,2026-01-06T00:00:00Z
SRC-POL-0247,POL0247,PA0247,POST02,800000247,2024-07-15,active,2026-01-06T00:00:00Z
SRC-POL-0248,POL0248,PA0248,POST03,800000248,2024-08-15,active,2026-01-06T00:00:00Z
SRC-POL-0249,POL0249,PA0249,POST04,800000249,2024-09-15,active,2026-01-06T00:00:00Z
SRC-POL-0250,POL0250,PA0250,POST05,800000250,2024-10-15,active,2026-01-06T00:00:00Z
SRC-POL-0251,POL0251,PA0251,POST01,800000251,2024-11-15,active,2026-01-06T00:00:00Z
SRC-POL-0252,POL0252,PA0252,POST02,800000252,2024-12-15,active,2026-01-06T00:00:00Z
SRC-POL-0253,POL0253,PA0253,POST03,800000253,2024-01-15,active,2026-01-06T00:00:00Z
SRC-POL-0254,POL0254,PA0254,POST04,800000254,2024-02-15,active,2026-01-06T00:00:00Z
SRC-POL-0255,POL0255,PA0255,POST05,800000255,2024-03-15,suspended,2026-01-06T00:00:00Z
SRC-POL-0256,POL0256,PA0256,POST01,800000256,2024-04-15,active,2026-01-06T00:00:00Z
SRC-POL-0257,POL0257,PA0257,POST02,800000257,2024-05-15,active,2026-01-06T00:00:00Z
SRC-POL-0258,POL0258,PA0258,POST03,800000258,2024-06-15,active,2026-01-06T00:00:00Z
SRC-POL-0259,POL0259,PA0259,POST04,800000259,2024-07-15,active,2026-01-06T00:00:00Z
SRC-POL-0260,POL0260,PA0260,POST05,800000260,2024-08-15,active,2026-01-06T00:00:00Z
SRC-POL-0261,POL0261,PA0261,POST01,800000261,2024-09-15,active,2026-01-06T00:00:00Z
SRC-POL-0262,POL0262,PA0262,POST02,800000262,2024-10-15,active,2026-01-06T00:00:00Z
SRC-POL-0263,POL0263,PA0263,POST03,800000263,2024-11-15,active,2026-01-06T00:00:00Z
SRC-POL-0264,POL0264,PA0264,POST04,800000264,2024-12-15,active,2026-01-06T00:00:00Z
SRC-POL-0265,POL0265,PA0265,POST05,800000265,2024-01-15,active,2026-01-06T00:00:00Z
SRC-POL-0266,POL0266,PA0266,POST01,800000266,2024-02-15,active,2026-01-06T00:00:00Z
SRC-POL-0267,POL0267,PA0267,POST02,800000267,2024-03-15,active,2026-01-06T00:00:00Z
